41.71739,40.38561,38.49333,36.83213,35.6534,34.88685,
41.66162,40.36028,38.15614,36.65863,36.04579,35.45468,
39.36392,37.04313,35.63299,34.51021,33.42138,32.47772,
41.99378,41.21726,40.47276,39.76131,39.01545,38.24023,
0.9975,0.9875,0.9775,0.9225,0.8725,0.84,
1.0,0.9825,0.91,0.86,0.8425,0.8175,
0.9925,0.9075,0.8625,0.8375,0.81,0.7575,
1.0,1.0,1.0,1.0,1.0,1.0,
